	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37_T46-R-V	A-Raf_pS299-R-C	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-M-V	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	AMPK_alpha-R-C	AMPK_pT172-R-V	Annexin-1-M-E	Annexin_VII-M-V	AR-R-V	DIRAS3-M-E	ASNS-R-V	Bad_pS112-R-V	Bax-R-V	Bcl-2-M-V	Bcl-xL-R-V	beta-Catenin-R-V	Bid-R-C	Bim-R-V	c-Kit-R-V	c-Met-M-E	c-Myc-R-C	C-Raf-R-V	Caspase-7_cleavedD198-R-C	Caspase-8-M-E	Caveolin-1-R-V	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	Chk1_pS345-R-C	cIAP-R-V	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	Dvl3-R-V	E-Cadherin-R-V	eEF2K-R-V	EGFR-R-V	eIF4E-R-V	eIF4G-R-C	ER-alpha-R-V	ER-alpha_pS118-R-V	ERCC1-M-V	ERK2-R-E	ETS-1-R-V	FASN-R-V	FoxM1-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	G6PD-M-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	HER2-M-V	HER2_pY1248-R-C	HER3-R-V	HER3_pY1289-R-C	Heregulin-R-V	HSP70-R-C	IGFBP2-R-V	IRS1-R-V	JAB1-M-C	JNK_pT183_pY185-R-V	JNK2-R-C	Ku80-R-C	Lck-R-V	LKB1-M-E	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-V	MSH6-R-C	mTOR-R-V	mTOR_pS2448-R-C	MYH11-R-V	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	P-Cadherin-R-C	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_pT180_Y182-R-V	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C	PAI-1-M-E	PARP_cleaved-M-E	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PREX1-R-E	PTEN-R-V	Rab11-R-E	Rab25-R-V	Raptor-R-V	Rb-M-E	Rb_pS807_S811-R-V	RBM15-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-E	S6_pS235_S236-R-V	SCD-M-V	SETD2-R-E	SF2-M-V	Smac-M-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Snail-M-E	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Stathmin-R-V	Syk-M-V	TFRC-R-V	Transglutaminase-M-V	TSC1-R-C	Tuberin_pT1462-R-V	VEGFR2-R-V	XBP1-G-C	YB-1-R-V	YB-1_pS102-R-V	A-Raf-R-V	B-Raf_pS445-R-V	Bcl2A1-R-V	BRD4-R-V	c-Abl-R-V	CD26-R-V	Chk1_pS296-R-V	COG3-R-V	DUSP4-R-V	ERCC5-R-C	IGF1R_pY1135_Y1136-R-V	IRF-1-R-C	Jak2-R-V	p16_INK4a-R-V	SHP-2_pY542-R-C	CDK1_pY15-R-C	Subtype
TCGA-B8-A54E-01	0.382691835	0.436749325	-0.428023311	-0.166346937	-0.417574243	-0.172737471	0.684423291	1.462945983	0.257750844	0.353613181	-0.184538542	0.086263482	-0.085933745	-0.383647665	-0.452299135	0.519199745	0.173337375	-0.300867886	0.981360938	0.090863086	0.032680721	0.035772646	0.311581893	-0.57399814	-0.570698168	-0.478351267	-0.1079931	0.183996209	0.256729796	0.147886022	-0.22124218	0.037897193	-0.005950551	-2.315896143	-0.003126982	0.358601884	0.278184979	0.060388705	0.171275387	-0.032798939	0.375439419	-0.236882068	0.880164198	-0.33780191	0.953673038	0.027458454	-0.005627073	-0.002911774	0.269412157	-0.534261568	-0.302997661	-0.003583167	1.109551152	-0.031413655	0.160421452	-0.057268886	0.037715183	0.763381052	0.495969352	0.654404685	0.30832263	0.597078013	-0.661383483	0.417785495	-0.397946092	0.076904903	-0.281232578	-0.713138051	-0.495369294	-0.4134822	-0.269760978	-1.261709859	0.476156641	0.087742342	1.40322341	0.579809831	-0.107347972	-0.770157001	-0.395923717	-0.307025686	0.082868928	-0.978489377	-0.347155502	-0.425540462	1.301981358	-0.413180453	0.002911773	0.295454297	-2.575882579	-0.240392647	0.229036959	0.356825517	-1.462851992	0.020084921	-0.536506468	0.155287327	0.191729635	-0.388510708	0.385067908	0.019194282	-0.326470706	-0.32576642	0.177274542	-0.125983366	0.233888213	-0.597415084	0.806830936	-0.525576313	-0.36667733	-0.313674001	-0.835037437	-0.323609105	0.014060696	-0.792295433	0.091156751	-0.206744877	-0.107774058	0.086955246	-0.093404739	0.43460628	0.099045806	-0.426318648	0.969230443	-0.208795784	0.020058077	0.173947339	-0.192214413	-0.48345304	-0.475452851	-0.337093777	0.862708605	0.559145723	-0.086343349	0.479357782	0.355247402	-0.550402438	-0.597433783	0.754642064	0.248574463	0.176296285	0.949326719	-0.154594343	-0.406793812	-0.657248747	-0.21877054	0.386720903	0.270954551	-0.502599728	-0.738781602	0.312257281	-1.256052318	0.37067665	-0.439327131	0.023860693	-0.197602895	-0.344017036	-0.96817935	-1.20539927	-0.141161207	-0.650966003	-0.533453295	0.113796138	1.193621546	-0.422574901	0.063135482	-0.545290263	-0.378858434	0.523329186	0.345752807	0.224062079	0.0
TCGA-B8-A54G-01	-0.17600556	0.018959071	0.033067743	0.150495321	0.03642285	0.178144826	0.329659897	-0.033686429	-0.014857971	0.17008913	-0.146517563	-0.068337727	0.280517537	-0.178171657	-0.372289706	0.152038704	0.117835501	0.508416658	-0.072319843	-0.056314306	0.449329367	0.098030662	0.117267861	-0.296809838	0.043823559	-0.427004092	-0.065931911	-0.158969577	0.07045586	-0.341332847	0.009382812	-0.214247976	0.055288193	-0.08621098	-0.031538564	-0.114222804	-0.372010021	-0.267162959	0.241020745	0.118591918	-0.256247525	-0.628786771	0.201409296	-0.498800404	0.148295876	0.256568284	-0.015092052	0.941322095	0.620961808	0.16276218	-0.143018339	0.355895929	-0.158297291	0.152998304	-0.120048416	0.147383708	-0.375374275	0.278394704	-0.337318761	0.046951452	-0.091702704	-0.198828304	0.136940716	-0.113466143	0.085955126	0.272625923	0.28055087	-0.120393353	0.521113022	-0.245915772	0.256383053	-2.15307524	-0.491713418	-0.388097367	0.150633517	0.014679321	0.22242692	-0.081935465	0.145663895	-0.332158761	-0.444338386	-0.167883009	-0.315525712	-0.42621095	0.226338215	0.259423853	0.417520871	0.071100319	-1.121684211	-0.155567898	-0.307015596	-0.118601396	-0.486060623	0.161223986	-0.015106766	0.060592705	-0.344452791	0.063531796	-0.103144573	-0.204492283	0.415092477	0.275556759	-0.277969607	0.674656399	-0.421164022	-0.473838622	0.051480471	0.337342374	-0.09511822	0.221898343	-0.087212353	-0.21654314	0.059392855	0.63196946	-0.319035726	0.33105005	0.473393264	-0.202062647	0.20439091	0.67605435	0.185501677	-0.257256191	0.220172683	0.172975493	-0.15597419	0.169536734	0.278428671	-0.286712902	-0.238884312	0.432940003	0.317677266	-0.013280144	-0.39144957	0.07579165	0.381859105	-0.042881886	0.069406116	-0.0390202	-0.082109365	0.470265229	0.011073932	-0.320667161	-0.362799833	1.279598452	-0.388783902	0.916744074	0.823547311	-0.147114693	0.162550257	0.310033767	-0.278313774	-0.521034219	-0.027678198	0.191311611	-0.104915735	0.309862996	-0.393647204	0.20711656	-0.258567263	-0.498589053	-0.267252985	0.309174886	0.126495671	0.340749836	-0.267703159	0.302581655	0.364487369	-0.356486536	-0.260340174	-0.201990552	0.0
TCGA-6D-AA2E-01	0.315803445	-0.015147493	-0.40955841	-0.255747242	-0.154085179	-0.113997069	0.164916694	0.178866808	0.332730026	0.124421104	-0.071307388	0.546015055	0.16092784	-0.137709757	-0.381452068	0.095152149	0.043177802	-0.156814612	0.389406212	0.621240176	-0.239809923	-0.127523837	-0.050728481	0.141505137	-0.285489147	0.05332375	0.040827343	0.274172264	0.178093544	0.238653348	-0.05696511	-0.034406446	-0.111796868	0.360302663	0.145260855	0.182123029	0.011783277	0.202962569	0.05585934	-0.09732445	0.100493955	0.966888962	0.643074189	0.314311256	0.453147504	0.31914049	0.065174605	1.068514631	0.081907957	-0.364393471	-0.05177215	-0.481514978	0.880824297	0.123196151	-0.083331918	-0.193153502	-0.050152907	0.242290351	0.44210686	0.4245148	0.307275884	0.383885855	-1.596525876	0.175293055	-0.362289999	-0.179320138	-0.114421332	-0.035290867	-0.432659436	-0.000759312	-0.027709944	0.87827644	0.035486003	0.249980892	0.440197792	0.282711363	-0.103924502	-0.618020342	0.153273148	0.161620253	0.342774357	-0.150353922	0.05099904	-0.349322684	0.39383474	-0.282972156	-0.135226026	0.370790216	0.999346178	-0.745919053	0.265042579	0.259231607	-0.900645515	0.132013924	-0.386117411	0.205296904	0.244531853	-0.273920972	0.179891144	0.075871545	-0.458195975	-0.307962118	0.460463594	-0.434059086	0.285772736	-0.631522724	0.312453392	-0.237070258	-0.198537783	-0.371172662	-0.100706379	-0.12568094	-0.108321333	-0.206356292	0.056783128	-0.210909143	-0.436405182	0.307306275	-0.06134888	-0.000107226	-0.147202378	-0.190984725	0.716138503	-0.260749627	0.090962441	0.159150899	-0.600479274	1.038693087	0.016510204	-0.779897599	0.179860107	0.247473505	0.040641115	0.131051363	0.243390728	-0.318654779	-0.126313261	0.082833905	0.07598304	-0.008426825	0.353499461	-0.027809263	0.077261393	-0.654018011	0.165858812	-0.389306776	-0.072942567	-0.238759555	-0.077453181	0.197437917	-0.073720531	0.422888012	-0.257569356	-0.09078689	-0.395429149	-0.457067359	-0.28633407	-1.037963188	-0.013607251	-0.41660542	-0.133159078	-0.266834821	0.595341211	-0.390699486	0.215234767	-0.289881857	-0.137284148	-0.069761847	-0.123526332	0.161562841	0.0
TCGA-B2-A4SR-01	0.15231766	-0.128566965	-0.170947234	-0.571720306	0.000209176	-0.195590195	-0.277063524	-0.827491577	0.050773691	-0.039003357	-0.162055617	0.066755016	-0.011153887	-0.075721535	-0.473191242	-0.21391671	-0.321367229	0.172470384	0.110745545	1.990509799	-0.632078953	-0.120223053	-0.093130947	-0.155350042	-0.082942856	0.453476096	-0.059008775	0.625970443	0.248418419	0.115257093	0.140826009	-0.167599293	0.170410037	0.406660856	0.165429076	0.340388565	-0.093850839	0.015665196	-0.029419741	0.03955079	-0.172309681	1.545985916	0.144536907	0.298533823	-0.117522599	0.336709533	-0.071276023	-1.027357741	0.121160133	-0.28688154	-0.22036019	-0.830696295	0.073854029	0.238620281	0.1585753	-0.251874244	0.087471343	-0.549065386	0.442918943	0.094368301	0.065056172	0.041379488	-0.894579185	0.139714982	-0.295627785	-0.277369605	0.015242623	0.440334755	-0.249260348	0.314444581	0.237760744	1.275169403	0.535041011	0.152066737	-0.282383996	0.222443917	-0.468757385	-0.174801654	0.227764958	0.308825726	0.583575779	0.218349489	0.343403238	0.447884333	-0.226395045	-0.085963983	-0.172059701	-0.346569868	0.493592324	0.092592188	0.060313366	0.084808299	0.024288235	0.210612219	-0.238271298	0.113899969	0.137148125	0.117021124	0.044091772	0.114832055	-0.755689937	-0.218884394	0.126525104	-0.029477611	0.037853106	0.74350598	0.254217561	-0.366381276	-0.068526912	-0.077801736	-0.209118362	-0.04111869	-0.642176536	-0.149393227	0.100066878	-0.203476536	-0.77168225	0.386268914	-0.049263821	0.004064415	-0.026211818	0.303235931	-0.05527621	-0.034421625	0.416309182	-0.462486146	-0.193703993	0.196452643	0.509215368	-0.459840902	-0.442449965	-0.050900777	0.309174887	-0.202358694	-0.572211588	0.318060916	0.256688173	-0.31325936	0.193431815	0.01605903	-0.000209176	0.439861299	0.53677753	0.026546219	0.368286442	0.573755801	-0.206851466	-0.055981936	-0.13447466	0.065293981	0.141471921	0.225639409	-0.16542198	0.235454521	-0.14529216	-0.332259951	-0.007217392	-0.314339322	0.270305651	-0.054711622	0.318952284	-0.181340856	-0.174146424	-0.073290079	0.388832484	0.102998205	-0.136814234	-0.057629065	0.147476774	0.206894588	0.0
TCGA-B8-A54H-01	0.260662461	-0.144763322	0.5267221	0.349174815	-0.143223704	-0.484993478	-0.078349156	0.03863649	-0.082080738	0.006564128	0.063382556	0.191843631	0.272789232	-0.209028773	0.023191265	-0.161061993	0.098169732	0.028731356	-0.049732428	0.248880672	-0.052260711	0.308596078	-0.037565924	0.701390199	0.661585034	0.084103415	0.116374033	0.097658063	0.049387728	-0.186109221	0.088020109	0.144897823	-0.091624795	0.167507193	-0.013927206	0.001943656	0.660372846	-0.15776556	1.39e-05	-0.035528304	1.650403544	-0.128584029	0.347877601	-0.225100892	0.143713968	0.093128875	0.275479623	1.120849474	0.221242634	-0.170694356	-0.050394822	0.247898833	-0.235482022	0.026727287	0.11993026	0.003305431	0.08689856	0.277911801	-0.176119415	0.001808511	-0.058978983	-0.125337136	0.810568242	0.39758009	0.071792041	-0.087806298	-0.023865362	-0.217356078	-0.149786745	0.128173957	-0.286839165	-1.596552657	0.017294739	-0.088902737	0.019405219	-0.042868246	0.401063457	0.400919047	-0.061385699	-0.258578833	0.134426626	-0.02708143	-0.146671074	0.373373754	-0.118107767	0.140992341	-0.095833496	-0.161019009	0.63425335	0.148891558	-0.159409702	-0.227011356	-0.105297416	0.033609963	0.399258021	0.069426694	-0.107285737	0.244465674	-0.144970561	-0.146476604	-0.32439532	-0.164294799	-0.339196271	-0.230644945	-0.3688461	0.774216595	-0.049320006	-1.39e-05	0.043007674	0.127297669	0.108958895	0.250835556	-0.077071705	0.079307349	0.075076607	-0.037259677	-0.335261383	-0.003375132	-0.140685296	0.105602212	0.062722033	0.497621599	1.279627079	0.136531654	-0.01790921	-0.298032516	0.060745495	0.013576838	-0.109815789	0.2366203	-0.509689505	-0.208510472	-0.062732181	-0.125451665	0.031846564	0.106277363	0.088915557	-0.029245531	-0.110164383	0.094808965	-0.072798045	-0.18414008	-0.077425923	-0.081098299	-0.298493986	0.466354319	0.249825062	0.157695619	0.117130759	0.06187068	0.123481171	0.618394346	0.346896437	-0.091625733	-0.065981812	-0.224484515	-0.317595108	0.404867333	0.017754865	-0.19895868	-0.098439828	0.204233731	0.372474477	-0.038907451	-0.053697918	-0.115347802	-0.011529035	0.55929716	-0.218462702	-0.17159083	0.0
TCGA-MM-A563-01	0.047463639	-0.045414279	-0.334055709	-0.336576194	0.221007528	-0.359323664	-0.046767859	0.313587483	0.228124061	0.008647895	-0.102156901	-0.083379168	0.250886613	-0.049747309	-0.183058999	0.111303426	0.063111197	0.156022329	-0.033832252	0.040711424	0.16296445	0.023324103	0.447374096	0.488666764	0.266834165	-0.129462443	0.317391559	0.016313343	0.000963395	-0.049655305	-0.06034686	-0.086673104	-0.156563472	0.169912781	0.032552614	0.035261048	0.01132448	-0.040556801	0.065596515	-0.206633324	0.591449815	-0.003307393	0.186281272	0.0824125	0.146974121	0.092733099	-0.028906865	0.59230561	0.127582975	0.129818501	-0.212547595	0.07026351	0.195054761	0.021401412	0.021413013	0.019957631	0.002541217	0.062225619	-0.239118458	0.068728897	-0.007233339	-0.055610977	-0.419992174	0.395638014	-0.135131964	0.116718908	0.036230547	-0.132062971	-0.242445724	-0.006008254	-0.072885261	0.148814121	-0.111713097	0.03763184	0.077980245	-0.027376389	-0.259318085	0.046484113	-0.113255443	-0.02277201	-0.346617941	-0.336356424	-0.210085067	0.359693837	0.082849684	0.181839266	-0.030230016	-0.028016271	1.03095378	-0.589869315	0.126657843	-0.040097304	-0.847922651	0.26999284	0.033237813	-0.049580131	-0.140200078	0.063332188	-0.026603696	-0.103450471	0.044650411	-0.011555273	0.053178765	0.224966814	-0.023702485	-0.355951196	-0.05461156	0.117964843	0.097047993	0.188238571	-0.154713594	0.100036991	-0.083317236	0.06862457	0.367102142	0.138601713	0.173434194	0.001539384	-0.046805432	0.017619492	0.174727166	-0.06577559	0.466555361	0.160274645	-0.122117444	0.097114595	-0.052431026	0.798067763	-0.26460411	-0.19301179	-0.46037051	-0.210070429	-0.091528761	-0.212023183	-0.042967274	-0.152028037	-0.014589096	-0.02063551	-0.18929576	0.086613712	0.078958608	0.026185843	-0.368131678	0.109295822	-0.175200555	0.256030034	-0.253078647	-0.297897685	0.068595148	0.101566526	0.133448834	0.59321712	0.023947529	0.057754719	-0.107140461	-0.030922495	-0.211317606	0.076105353	-0.076254646	0.304061931	-0.063008978	0.378748656	0.22090341	-0.088788315	-0.108684334	-0.051140692	0.031310898	0.042512911	-0.156054808	-0.040285107	0.0
TCGA-G6-A8L8-01	-0.018475988	-0.11573431	0.109204813	0.012040083	0.210476766	-0.377893533	0.038556546	0.002042152	-0.172729692	0.005354074	0.034346361	-0.138238257	0.053896059	0.076606521	0.123078535	-0.396857748	0.266951451	0.036795389	-0.125645503	-0.284362857	0.053747123	-0.121241591	0.571097444	-0.164168666	0.435177392	-0.014368424	0.094504693	0.125232365	-0.144889658	-0.021824056	0.07166401	-0.008797529	-0.201233079	0.552192367	-0.085963884	0.064616104	-0.002171875	0.020579604	-0.197704973	-0.024771229	-0.423392166	0.02206936	0.002473247	0.26767074	-0.026808066	-0.036040226	-0.197772758	0.634986807	0.025238379	-0.052366099	0.202677167	0.050035158	0.123416532	-0.073440106	0.056784938	0.285925103	0.001192379	-0.167413128	-0.093163167	-0.052810512	0.043606259	-0.121852278	-0.02012249	-0.025584969	0.041706088	-0.024230532	0.041046372	0.046702317	0.125153998	-0.017448727	-0.075212728	-0.303832715	-0.173094512	0.036558878	-0.024655964	-0.120134547	-0.014529189	0.275127411	-0.237535908	-0.038925361	0.754644509	0.110181217	0.119279121	-0.336588596	-0.003328459	0.156500758	-0.440840246	-0.124339743	-1.684913186	-0.135892966	0.264589038	0.002537947	0.334417505	-0.001192379	0.161024785	-0.07357417	-0.176044251	0.698069116	0.066295087	-0.023866232	0.297551447	0.173580996	0.01430136	-0.106457673	0.026804799	0.151666012	-0.065845264	0.500542349	0.165003634	0.268876733	0.246949344	-0.072821646	0.099264733	0.068154958	-0.256041098	0.068303489	-0.020344846	-0.104515213	-0.12462077	-0.086051648	0.161736456	0.117204018	-0.087415888	-0.095711914	-0.108002624	0.043203644	0.103712164	-0.450859884	-0.045834081	-0.047259579	-0.304420981	-0.063450419	-0.055987946	-0.028821725	-0.133581816	-0.011100896	0.032500992	0.035778971	-0.133166655	0.413139353	-0.207113185	0.509472901	-0.165248474	-0.35552957	0.004723016	-0.18446269	-0.376361321	0.287697409	0.182865646	-0.163118449	0.0565486	0.029609893	0.036628521	-0.145358038	-0.056858468	0.240919285	0.08191583	0.437226621	-0.003327909	0.738995119	0.005295742	-0.027195883	-0.074459889	0.329937824	-0.083225477	0.013978959	-0.114940121	-0.276553977	0.050786054	0.012009434	0.0
TCGA-DV-A4VZ-01	0.032135027	-0.092465432	0.27340286	-0.594461311	0.161087989	0.164479643	-0.112164168	-0.736094212	0.130715062	-0.027383582	0.295803624	-0.412102882	-0.309902291	0.114871252	0.360194413	-0.028604251	-0.098165421	-0.273920702	-0.009010616	0.140853396	-0.351848516	-0.1032561	-0.131814876	0.05005501	-0.103790056	0.28330278	-0.245898555	0.122112044	0.224047484	0.107242892	0.02167854	-0.154439007	0.252464911	0.327306491	-0.023974954	-0.098137686	0.037307976	0.111097204	-0.087925745	0.037563486	1.773083606	0.272144832	-0.108028506	0.219457285	-0.049085417	-0.03471122	-0.015927327	1.412854553	-0.063447677	-0.447873138	-0.074482036	-0.775989962	-0.117163344	0.010120591	-0.142353817	-0.243588074	0.108997932	-0.523382404	0.233829227	0.118210008	0.062659188	0.051076038	-0.332341874	0.243037919	-0.134869075	-0.819596852	0.229106533	0.2101514	-0.835111292	0.476323025	-0.022075774	0.567273026	0.48990079	0.22954461	-0.055641692	0.109694023	-0.137607288	0.139735764	0.068599914	0.166295733	0.031966552	0.700663086	0.204830267	-0.079991088	-0.229007636	0.02578797	-0.098308408	0.066020732	1.818011715	-0.137744657	-0.145352091	-0.093672352	-0.901988666	-0.088158199	-0.251939127	-0.13690969	0.379151839	-0.080486129	-0.013237708	0.048017411	-0.439580004	-0.296086107	0.188938961	-0.101296874	0.042723562	-0.239427091	0.003213589	-0.209764252	-0.084394369	-0.423569958	0.092461625	0.046843097	-0.227399117	-0.2730857	0.153447613	-0.267592312	-0.376708545	0.140550692	-0.206870329	-0.19614102	0.073890276	0.115932733	0.668337382	0.184588676	0.250532932	-0.168994921	-0.283144998	1.982444639	0.272768547	-0.163387954	0.517155201	-0.117783887	0.126164043	-0.003213589	-0.108790127	0.053026458	0.045218073	-0.114060362	0.316759538	-0.142611975	-0.094201593	-0.150584873	1.067186024	-0.306341184	0.224324501	0.027606233	-0.537124208	-0.060479719	0.094852534	-0.30033585	0.869739369	-0.029778736	-0.030354354	-0.032760646	-0.193004311	-0.084719598	0.105095308	-0.025287587	0.058520775	0.373459244	0.235730178	-0.131741938	0.546167152	0.077309843	0.138296725	-0.005109648	-0.294589894	0.179562671	0.030278143	0.177735324	0.0
TCGA-B8-A54I-01	1.284957358	0.134042956	-1.698606779	-0.753526391	0.052464479	-0.477125268	0.253844557	-0.415800951	0.792683884	0.275716594	-2.19304313	-0.868577895	0.389892446	-0.29499683	-1.276234104	-0.751711389	-1.008812223	0.181306683	0.40271894	2.419964599	-0.826927716	-1.032914839	-0.123752349	0.166260433	-2.810781709	1.295392469	-0.524466035	0.792167609	0.190099663	0.999318272	0.596664977	0.917519185	0.232303507	-2.913295047	0.606404856	0.349109875	-0.002653553	0.824018677	0.368517796	0.101881531	0.337090275	0.356170223	0.787201992	1.959094056	0.176547751	0.630671569	-0.098493314	-1.205276511	-0.266652174	0.229968113	0.329666177	-2.003744028	1.129872882	0.597735897	0.006836918	-1.033940894	0.622849521	-0.780055923	1.11946237	0.65190724	0.780938847	-0.06820884	-2.565308047	0.059958418	-1.989445272	-0.3623979	-0.57901063	1.585227683	-0.352073814	0.665358117	0.648161485	2.629003956	0.845448925	0.980610883	0.069167724	0.874715735	-1.023277686	-2.73433804	0.713578958	1.199369535	0.220368654	-1.330836644	0.943615847	0.383231066	-0.102716481	0.258928482	-2.615356676	-0.86140636	-3.203423913	-2.25679208	1.21343174	0.630513322	-1.83298342	1.266423987	-0.548353275	0.997145099	1.140044371	-0.490139391	0.69955443	0.835696466	-1.285292736	-0.840066756	1.708650951	-1.713988748	1.361453393	2.726583332	0.282023886	-1.577533763	-0.692298386	-1.117155864	-1.782525758	0.760731808	-0.766733881	-0.935130929	-0.697607839	-0.593674774	-2.443889213	0.666967665	0.200364395	-0.520817533	-1.487000559	0.808038539	0.492019478	-0.207027185	0.649295626	-0.982805947	-1.578795794	-1.375610354	0.995207597	-2.552440727	-0.793788113	0.035434277	0.993475657	0.002653553	-2.113657277	0.206699815	0.521222617	0.020782508	0.025789377	0.06352218	-0.397731501	-1.961213118	-0.529394636	-2.14444268	1.461241339	-1.237934527	-0.628819345	-0.623288077	-2.522763343	0.113101922	-0.319585423	0.201101353	-0.546118418	0.704099397	-1.30454083	-1.937369908	1.080402888	-2.645798636	0.627987012	-0.415772854	0.87847318	-0.559160632	0.348499438	-0.87010162	0.742766124	0.29840586	-1.373935351	-0.163757179	-0.513386199	0.972315274	0.0
TCGA-GK-A6C7-01	0.365982493	-0.011880564	-0.452063034	-0.425774325	-0.090877484	-0.141719838	0.067355137	-0.470607972	0.369432714	0.102312604	-0.143102667	-0.648976635	-0.057789992	-0.365968479	-0.528371885	-0.276502672	-0.269635806	-0.042731422	0.360667814	-0.162151698	-0.229203578	-0.341587836	-0.106167663	1.06955281	-0.40545263	0.841009228	-0.22341433	0.80182503	0.092142094	0.469999002	0.347399015	0.360096988	0.23697047	0.304772847	0.382799775	0.212343917	0.062902727	0.34570297	-0.010488149	0.088240205	-0.052381215	-0.030924285	0.354145059	0.656633339	0.066514915	0.253631675	-0.099479641	-1.085837549	-0.027440825	-0.404386308	-0.089507941	-0.587970761	0.558524402	0.190466835	0.162088639	-0.459066493	0.387916767	-0.611185141	1.00096665	0.412160209	0.227141157	0.01260006	-2.448053471	0.276860997	-0.39530999	-0.639188148	-0.34553415	0.643477716	-0.664227146	0.340570893	0.047849336	1.18027001	0.59843818	0.468588737	0.051953002	0.463396587	-0.29686556	-0.211022664	0.381632591	0.543455512	0.221455507	0.038940451	0.543509958	0.459843898	-0.045338108	0.213808991	-0.396450589	-0.284468913	0.668505091	-0.045855711	0.488547217	0.148349427	-1.99239086	0.526708043	-0.393891735	0.458322054	0.653466467	0.187991302	0.307143413	0.380484538	-0.636072685	-0.494131339	0.665273045	-0.688763156	0.622752601	0.325947642	0.008455266	-0.567206578	-0.277735524	-0.544375242	-0.19882478	0.345092395	-0.264250739	-0.259823822	-0.276089958	-0.301370063	-1.26581556	0.508829501	-0.104095892	0.120799066	-0.140954232	0.451198297	0.243491452	0.685911407	0.627272689	-0.51008432	-0.292319516	0.361619912	0.704438101	-0.60223132	-0.487294627	-0.146497483	0.539141984	-0.18579108	-0.847981522	0.461894649	0.255350388	-0.001042032	0.03655476	-0.047472281	-0.078844744	0.019760869	-0.03090699	-0.330130029	0.728544549	0.303041448	-0.626433773	0.095429931	-0.151626963	-0.006979171	-0.058839551	0.522573397	-0.022520822	0.310198345	-0.344074306	-0.448422927	0.569150373	-0.45247019	0.365169067	-0.384536448	0.542155754	0.001042032	0.145349589	-0.314705908	0.572972758	0.1790563	-0.077346409	-0.273724902	0.295758953	0.562343566	0.0
